"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1799831163756015740","Mon Jun 10 04:30:06 +0000 2024","0","@id_fm Tim bea cukai ga ada neh? Padahal gede duitnya","1800022604612604048","","id_fm","in","","0","0","0","https://x.com/Faizaljam/status/1800022604612604048","52684654","Faizaljam"
"1800022394737942782","Mon Jun 10 04:29:41 +0000 2024","0","Selengkapnya klik tautan https://t.co/rU4bnFs8tj","1800022501822701900","","beacukaimalang","in","Jl. Surabaya No.2 Malang 65145","0","0","0","https://x.com/beacukaimalang/status/1800022501822701900","2473262706","beacukaimalang"
"1800022394737942782","Mon Jun 10 04:29:16 +0000 2024","1","Bea Cukai Malang Gelar Apel Rutin Bulan Juni https://t.co/nD9OWqRxIf","1800022394737942782","https://pbs.twimg.com/media/GPr20PQa4AAED3O.jpg","","in","Jl. Surabaya No.2 Malang 65145","0","1","0","https://x.com/beacukaimalang/status/1800022394737942782","2473262706","beacukaimalang"
"1800022126982058099","Mon Jun 10 04:28:25 +0000 2024","0","Selengkapnya klik tautan https://t.co/pebIbHkZKn","1800022180706849235","","beacukaimalang","in","Jl. Surabaya No.2 Malang 65145","0","0","0","https://x.com/beacukaimalang/status/1800022180706849235","2473262706","beacukaimalang"
"1800022126982058099","Mon Jun 10 04:28:12 +0000 2024","1","Bea Cukai Malang Edukasi Gempur Rokok Ilegal Kepada Komunitas Sound System https://t.co/cZCWvj98ST","1800022126982058099","https://pbs.twimg.com/media/GPr2lF7bQAAgjKw.jpg","","in","Jl. Surabaya No.2 Malang 65145","0","1","0","https://x.com/beacukaimalang/status/1800022126982058099","2473262706","beacukaimalang"
"1800021903047811393","Mon Jun 10 04:27:37 +0000 2024","0","Selengkapnya klik tautan https://t.co/6NByv2s1mV","1800021980697317424","","beacukaimalang","in","Jl. Surabaya No.2 Malang 65145","0","0","0","https://x.com/beacukaimalang/status/1800021980697317424","2473262706","beacukaimalang"
"1800021903047811393","Mon Jun 10 04:27:19 +0000 2024","1","Bea Cukai Malang melaksanakan monitoring Harga Transaksi Pasar (HTP) untuk Rokok Elektrik (REL) https://t.co/fsPu45eYlH","1800021903047811393","https://pbs.twimg.com/media/GPr2XY6asAAkhZh.jpg","","in","Jl. Surabaya No.2 Malang 65145","0","1","0","https://x.com/beacukaimalang/status/1800021903047811393","2473262706","beacukaimalang"
"1800021254793298372","Mon Jun 10 04:24:44 +0000 2024","1","JASA UNBLOCK IMEI DONE BUAT PAKET 3 BULAN (3 BULAN: 250.000) (KEMENPERIN:780.000) (BEACUKAI:1.100.000) PENGERJAAN SANGAT FATS DAN BERGARANSI ORDER NOW⬇️⬇️ https://t.co/P7iLIrLgrT #zonauang #ZonaBA #Zonajajan #unblockimei #unlockimei #imei #iphone #iphone15 #zonabu #hpinter https://t.co/XIyaducPfU","1800021254793298372","https://pbs.twimg.com/media/GPr1ydFbsAEwKKF.jpg","","in","","0","0","0","https://x.com/UNBLCK_IMEI/status/1800021254793298372","1783188753894551554","UNBLCK_IMEI"
"1799967615923999194","Mon Jun 10 04:08:30 +0000 2024","0","@antonemus Tebak asal negara","1800017169780232586","","antonemus","in","Columbus, IN","0","0","0","https://x.com/beacukaiRl/status/1800017169780232586","120049518","beacukaiRl"
"1800015032601788664","Mon Jun 10 04:00:01 +0000 2024","0","Bea Cukai @beacukaibogor secara aktif berikan asistensi proses ekspor ke CV Kirana Indah serta PT Sinar Artha Karunia ke Jepang Selasa (04/06). UMKM yang bergerak di bidang budidaya tanaman besar ini mengekspor sampel pohon palem senilai Rp550 juta. https://t.co/p9fZStguI8 https://t.co/ykmOhRZrL4","1800015032601788664","https://pbs.twimg.com/media/GPrkRc1asAAax7m.jpg","","in","Indonesia","0","0","0","https://x.com/beacukaiRI/status/1800015032601788664","2940183750","beacukaiRI"
"1799999627279888391","Mon Jun 10 03:30:26 +0000 2024","0","@juneeyeat Halo kakk kebetulan aku lagi open slot unblock imei beacukai keberangktan 27-29 juli dari bandara juanda sby ke kuala lumpur. beacukai pasti permanen yaa boleh tanya tanya dulu kak cek testi di pin buanyakk ","1800007590010909028","","juneeyeat","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/cewebucin3/status/1800007590010909028","1386963260440678408","cewebucin3"
"1800007341372588042","Mon Jun 10 03:29:27 +0000 2024","1","morninggg pagii UNBLOCK IMEI (3 BULAN: 250.000) (KEMENPERIN:1.000.000) (BEACUKAI:1.300.000) PENGERJAAN SANGAT FATS DAN BERGARANSI ORDER NOW⬇️⬇️ https://t.co/Wpap4BiGTl #jastipimei #unblockimei #unblokimei #unlockimei #imeibeacukai #beacukai #zonauang #zonajajan https://t.co/TeJWHEi3or","1800007341372588042","https://pbs.twimg.com/media/GPrpI1jboAAriku.jpg","","in","","0","1","0","https://x.com/unlockimeiaman/status/1800007341372588042","1679891000792322051","unlockimeiaman"
"1800006307837247996","Mon Jun 10 03:25:20 +0000 2024","0","walah ternyata modus bule deketin orang lewat virtual tuh bener adanya ya(?) baru nonton di tt TKW Hongkong 36jt hangus gitu aj karena katanya bule Korea ngasih gift dan ibuk 45th ini harus bayar di beacukai sebesar 36jt dr penjelasannya karena bule tsb mencintai dgn tulus","1800006307837247996","","","in","Indonesia","0","0","0","https://x.com/vyeeeeindaeyo/status/1800006307837247996","238535343","vyeeeeindaeyo"
"1800005939594199314","Mon Jun 10 03:23:53 +0000 2024","2","3 BULAN: KEMENPERIN: BEACUKAI: PENGERJAAN SANGAT FATS DAN BERGARANSI #zonauang https://t.co/7gbt3xUfza","1800005939594199314","https://pbs.twimg.com/media/GPrn2wLboAAjKxi.jpg","","in","Kota Serang, Banten","0","0","0","https://x.com/goldenzlock_/status/1800005939594199314","794373990781358080","goldenzlock_"
"1800001050793152690","Mon Jun 10 03:04:27 +0000 2024","1","BNN Provinsi DKI Jakarta &amp; @bckanwiljakarta gelar pemusnahan barang bukti tindak pidana narkotika Kamis (30/05). Berbagai jenis narkotika golongan I dimusnahkan yaitu 3.209 24 gram ganja 236 06 gram sabu &amp; 9 butir ekstasi atau setara 4 4 gram. https://t.co/sYnQcm6sTA https://t.co/30mUN8JKsX","1800001050793152690","https://pbs.twimg.com/media/GPrjaCmbAAAdH8k.jpg","","in","Indonesia","0","1","1","https://x.com/beacukaiRI/status/1800001050793152690","2940183750","beacukaiRI"
"1800001016550789486","Mon Jun 10 03:04:19 +0000 2024","0","Halo Bolo Perak. Sudah tau kan aplikasi kebanggaan BC Perak. SIPINTER atau Sistem Pelayanan dan Informasi Terpadu. Pada aplikasi ini akan diluncurkan menu baru loh yaitu Penerimaan Surat Online . Mau tau lebih lanjut? cek postingan berikut ya. https://t.co/CTtews3WMS","1800001016550789486","https://pbs.twimg.com/media/GPrjYLzbIAAevXa.jpg","","in","Surabaya","0","1","0","https://x.com/bcperak/status/1800001016550789486","60547524","bcperak"
"1799999985058271623","Mon Jun 10 03:00:19 +0000 2024","0","Ikuti media sosial kami ya!!! IG: beacukaimadura Twitter: beacukaimadura Facebook: Bea Cukai Madura Youtube: Bea Cukai Madura SAKERAH BC Madura Sigap Komitmen Responsif dan Bahagia #beacukaimadura #bcmadurawbbm #beacukaimakinbaik","1800000009192301006","","beacukaimadura","in","Pamekasan, Indonesia","0","0","0","https://x.com/beacukaimadura/status/1800000009192301006","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:18 +0000 2024","0","Terakhir Andru menutup paparannya dengan menyampaikan harapan kepada mahasiswa bahwa apabila mahasiswa nantinya memilih untuk berwirausaha dan berbisnis program Klinik Ekspor ini nantinya dapat dimanfaatkan untuk mengembangkan usahanya.","1800000006956683746","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1800000006956683746","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:18 +0000 2024","0","Andru berharap dengan adanya sosialisasi ini dapat menumbuhkan semangat dari mahasiswa untuk nantinya bisa melakukan ekspor dan sekaligus menggaungkan stigma bahwa ekspor itu mudah.","1800000004842737792","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1800000004842737792","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:17 +0000 2024","0","Lebih lanjut para mahasiswa menerima materi tentang Klinik Ekspor dari Bea Cukai Madura serta potensi manfaat dan tata cara untuk memulai ekspor.","1800000002774983070","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1800000002774983070","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:17 +0000 2024","0","Tentunya diharapkan kegiatan ekspor yang dilakukan nantinya dapat terus berkelanjutan. ungkap Andru dalam paparannya.","1800000000501670143","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1800000000501670143","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:16 +0000 2024","0"," Ekspor itu mudah. Klinik Ekspor Bea Cukai Madura senantiasa memberikan asistensi dan pendampingan terhadap UMKM agar mampu merambah pasar internasional dengan kegiatan ekspor.","1799999997641195849","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1799999997641195849","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:15 +0000 2024","0","Dikemas dalam bentuk seminar dalam kegiatan ini narasumber dari Bea Cukai Madura menjelaskan beberapa hal terkait dengan tugas dan fungsi Direktorat Jenderal Bea dan Cukai (DJBC) dukungan pemerintah melalui DJBC dan edukasi klinik ekspor bagi UMKM.","1799999995497853429","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1799999995497853429","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:15 +0000 2024","0","Hadir sebagai narasumber dalam kegiatan ini Andru Iedwan Permadi (Kepala Seksi Kepatuhan Internal dan Penyuluhan Bea Cukai Madura) dan Suhaydi (CEO PR Empat Sekawan).","1799999993274847381","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1799999993274847381","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:14 +0000 2024","0","Kegiatan ini diselenggarakan oleh Badan Eksekutif Mahasiswa Fakultas Ilmu Administrasi (BEM FIA) Universitas Madura bekerjasama dengan Bea Cukai Madura dan PR Empat Sekawan.","1799999991118991835","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1799999991118991835","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:14 +0000 2024","0","Pamekasan (10/06) Bertempat di Gedung Laboratorium Bersama Universitas Madura Bea Cukai Madura berkesempatan untuk menjadi salah satu narasumber pada kegiatan yang bertajuk Bea Cukai Madura x Djava Goes to Campus pada Kamis 6 Juni 2024.","1799999988967309637","","beacukaimadura","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1799999988967309637","1215177881866756096","beacukaimadura"
"1799999985058271623","Mon Jun 10 03:00:13 +0000 2024","0","GAUNGKAN EKSPOR ITU MUDAH KEPADA MAHASISWA https://t.co/uiCBjTfD5n","1799999985058271623","https://pbs.twimg.com/media/GPriHk2bkAAQxbG.jpg","","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1799999985058271623","1215177881866756096","beacukaimadura"
"1799999929512837454","Mon Jun 10 03:00:00 +0000 2024","0","Waspadai Penipuan Mengatasnamakan Bea Cukai! Kenali Modus dan Cara Mengatasinya https://t.co/1xceQnhUKB","1799999929512837454","","","in","","0","0","0","https://x.com/pajakcom/status/1799999929512837454","1340855282407108610","pajakcom"
"1799997620330680481","Mon Jun 10 02:50:49 +0000 2024","0","wts open jastip imei beacukai hp di bawah 500 usd atau sekitar 8.000.000 bebas pajak hanya kena fee jastip (diluar tax jika kena) dom jakarta timur fee jastip 500.000 / hp open 2 slot 18 juni ; eta 21 juni 2024 #buddiesjastip #zonauang #jastipimei","1799997620330680481","","","in","Jakarta Capital Region","0","0","0","https://x.com/buddiestore_ina/status/1799997620330680481","1759840956281749504","buddiestore_ina"
"1799678001543843851","Mon Jun 10 02:44:19 +0000 2024","0","@kura2giok @ardisatriawan Subsidi bang subsidi Lha Indo juga kalo belanja di luar negeri bakal dicegat bea cukai awokwkw","1799995982920487384","","kura2giok","in","","0","0","0","https://x.com/waltuhamogus/status/1799995982920487384","1630922644383211520","waltuhamogus"
"1799993982409461764","Mon Jun 10 02:36:22 +0000 2024","1","READY UNCLOCK IMEI (3 BULAN: 250.000) (KEMENPERIN:750.000) (BEACUKAI:1.050.000) PENGERJAAN SANGAT FATS DAN BERGARANSI ORDER NOW⬇️⬇️ WA CEK DI PROFIL #jastipimei #unblockimei #imeibeacukai #beacukai #zonauang #zonajajan #ZonaBA https://t.co/UDWjnTE6Nf","1799993982409461764","https://pbs.twimg.com/media/GPrc--OawAAFHzg.jpg","","in","Sidoarjo,indonesia","0","0","0","https://x.com/HebelW10648/status/1799993982409461764","1762995359918239744","HebelW10648"
"1799993576207851570","Mon Jun 10 02:34:45 +0000 2024","0","Perkuat Sinergritas Rupbasan Blitar dengan Bea Cukai Blitar Blitar- Pada hari ini Jum at 07 Juni 2024 Rupbasan Blitar Kementerian Hukum dan HAM Jawa Timur kedatangan rekan sejawat Aparat Penegak Hukum (APH) dari Bea Cukai Blitar https://t.co/VX3Y6pyHZm","1799993576207851570","https://pbs.twimg.com/media/GPrcnA_aEAAzMzd.jpg","","in","Blitar, Jawa Timur","0","0","0","https://x.com/RupbasanBlitar/status/1799993576207851570","1270696820008611842","RupbasanBlitar"
